Amharic,Oromo,domain
በኩሽና ውስጥ አንዳንድ እገዛን መጠቀም እችላለሁ።,kushina keessatti gargaarsa tokko tokko fayyadamuu nan dandaʼa ture.,General
ከፍተኛ ታክስ የኢኮኖሚ እድገትን ያዳክማል።,gibirri olaanaan guddina dinagdee ukkaamsa.,Government
ግትር ነች።,isheen mata jabeessa.,General
ትከሻህን እንዳሳጅ ትፈልጋለህ፧,garba kee akkan masaajii godhu ni barbaaddaa?,General
ሁሉም ልጆቼ የተወለዱት በቦስተን ነው።,ijoolleen koo hundinuu boostonitti dhalatan.,General
ያ ብዙ ዋጋ ሳያስከፍለው አልቀረም።,sun ammoo qabeenya guddaa isa baasee ta'uu qaba.,Business/Economy
ያንን ዝርዝር ልየው።,mee tarree sana haa ilaalu.,General
በአስተማማኝ ጎን ለመሆን ለምን ዣንጥላ ይዘው አይሄዱም፧,gama nagaa ta'uuf qofa maaliif gaaddisa of biraa hin fudhattu?,General
ያለ ሞባይል ስልኬ ለእረፍት በፍጹም አልሄድም።,mobaayila koo malee boqonnaaf hin deemu.,Education
ቶም ለጥቂት ጊዜ ማውራት ቀጠለ።,toom yeroo muraasaaf haasa'uu itti fufe.,General
ፖሊስ የተሰረቁትን እቃዎች ፍለጋ ለአንድ ወር ያህል ቆይቱዋል።,poolisiin meeshaalee hataman kana barbaadaa erga turee ji'a tokkoof jechuun ni danda'ama.,Government
ትላንት ቀዝቀዝ ስለነበር ቤት ቀረሁ።,kaleessa qorraan waan tureef mana bule.,General
ያ ልክ አይደለም።,sun sirrii miti qofa.,General
ሁኔታው በየቀኑ እየተባባሰ ነው።,haalli kun guyyaa guyyaan hammaataa dhufeera.,General
በመኪናው ላይ ችግር ነበረው፧,konkolaataan sun wanti dogoggoraa turee?,General
ፓርቲ ለማድረግ አቅደዋል።,paartii qabaachuuf karoorfatanii jiru.,Government
ችግሩ ምን እንደሆነ አልገባኝም።,rakkoon maal akka ta'e naaf hin galle.,General
የቶም አባት ሞተር ሳይክል እንደሚገዛለት ቃል ገባ።,abbaan toom mootar saayikilii akka isaaf bitu waadaa gale.,Religion
የገንዘብ ንግግሮች።,maallaqni haasa'a.,Business/Economy
በፈረንሳይኛ እንዴት እንደምንሰናበት አላውቅም።,afaan faransaayiin akkamitti akkan nagaa dhaamu hin beeku.,Health/Medical
ቶም ስለ እድሜዬ እንደሆነ አውቃለሁ።,toom gara umrii koo akka ta'e nan beeka.,General
ብቻህን እዚህ አልመጣህም አይደል፧,ati kophaa kee as hin dhufne mitii?,General
እንደገረመኝ አምናለሁ።,akkan ajaa'ibsiifadhe nan amana.,General
በጣም የሚገርም ነው።,baayyee nama ajaa'iba.,General
ጨርሶ መምጣት አጠራጣሪ ነው።,tasumaa dhufuu fi dhiisuu isaa shakkii qaba.,General
በአትክልትዎ ውስጥ ያሉት ጽጌረዳዎች መቼ ይበቅላሉ፧,roozaan maasii keessan keessa jiru yoom daraaru?,Agriculture
በጥልቀት ይተንፍሱ።,hafuura dheeraa baafadhu.,General
ከአፍ መፍቻ ቁዋንቁዋ ጋር እንግሊዝኛ ለማጥናት ፍላጎት ካሎት እባክዎን ያነጋግሩኝ።,afaan ingilizii nama afaan dhalootaa dubbatu waliin barachuu yoo barbaaddan na qunnamaa.,Education
ጀርመን በአለም ላይ ምርጥ ቁዋንቁዋ ነው።,afaan jarmanii addunyaa kanarraa afaan hunda caaludha.,General
በበአልዎ ተደስተዋል፧,ayyaana keessanitti gammaddeettaa?,General
የመጨረሻ ስራህን ለምን ለቀህ፧,hojii kee isa dhumaa maaliif dhiifte?,General
ከዘመዶቹ ጋር ነው የሚኖረው።,firoota isaa bira jiraachaa jira.,General
ቶም አሁን ካለው ከሶስት አመት በፊት ወፍራም ነበር።,toom waggaa sadii dura amma caalaa furdaa ture.,General
ስለዚህ ባርኔጣ ምን ያስባሉ፧,kophee kana maal jettu?,General
አንተ ቆሻሻ ውሸታም ነህ!,ati sobduu xuraa'aa dha!,General
ውሻዬ አልጋዬ ስር ይተኛል።,saree koo siree koo jala rafa.,Health/Medical
የኮሚቴው አባላት ሁሉም ይገኛሉ።,miseensonni koree kun hundi ni argamu.,Religion
ያ ትንሽ ብልጭ ድርግም የሚል ብርሃን ምንድን ነው፧,ifni xiqqoo jaamsu sun maali?,Business/Economy
ይህ ቲቪ ስንት አመት ነው፧,tvn kun umriin isaa meeqa?,General
ይህንን ያዙት።,kana qabadhu.,General
ቶም እና ማርያም መደነስ ጀመሩ።,toomii fi meerii shubbisuu jalqaban.,Religion
ይህ ምናልባት ችግሮቻችንን ሁሉ አያበቃም።,kun rakkoo keenya hunda xumuruu dhiisuu hin oolu.,General
ጥያቄዬን ብትመልሱልኝ ደስ ይለኛል።,gaaffii koo akka deebiftan barbaada.,Education
መተኛት አለብን።,rafuu qabna.,General
ቶም ጉልበቱን ጎዳ።,toom jilba isaa miidhe.,General
በቀብር ስነ ስርአቱ ላይ ብዙ ሰዎች ነበሩ።,sirna awwaalcha irratti namoonni hedduun turan.,Business/Economy
እባክህ ጨዉን አሳልፍልኝ፧,mee soogidda naaf dabarsitaa?,Health/Medical
እባካችሁ ገንዘብ አበድሩኝ።,mee qarshii naaf liqeessaa.,Business/Economy
ስራችንን እንድንሰራ ፍቀድልን።,hojii keenya akka hojjennu nuuf hayyamaa.,General
የተከተልን አይመስለኝም።,kan nu hordofame natti hin fakkaatu.,General
ድግሱን እንደማትወድ አውቃለሁ።,ayyaanicha akka hin jaallanne nan beeka ture.,General
ቬርቲጎን መቼ ጀመሩ፧,yoom vertigo qabaachuu jalqabde?,General
በቶም ምን እንደተፈጠረ ሰማሁ።,waan toom mudate dhaga'e.,General
ቶም መቅጠር ያለብን ይመስለኛል።,toom qacaruu qabna jedheen yaada.,General
ቶም እርስዎን ብቻ ነው የማወራው አለ።,toom si qofa haasa'a jedhe.,General
ከእኔ ጋር ኑ።,na waliin koottaa.,General
ይህ ለአዋቂዎች የሚሆን ፊልም ነው።,kun fiilmii ga'eessotaaf qophaa'eedha.,General
ተደብቀህ ታውቃለህ፧,saamamtee beektaa?,General
ለረጅም ጊዜ አስፓራጉስ አልበላሁም።,yeroo dheeraaf asparagus hin nyaanne.,General
እኔ መሆን የምፈልገውን ያህል ሀብታም አይደለሁም።,ani akkan barbaadutti dureessa miti.,General
ያ እንዳይከሰት ለመከላከል እሞክራለሁ።,akkas akka hin taaneef nan yaala.,General
በፈገግታ ተቀበለችን።,isheenis kolfaa nagaa nu gaafatte.,General
የሳይንስ ሊቃውንት ስለ ዳይኖሰርስ መጥፋት የእሱን ጽንሰ ሀሳብ እየተከራከሩ ነው።,saayintistoonni yaada isaa waa'ee dhabamuu daayinoosarootaa irratti falmaa jiru.,Education
ቶም ህሊናዊ ነው አይደል፧,toom qalbii qaba mitii?,General
ቶም በዚያ አመት ቦስተን ውስጥ ነበር።,toom bara sana booston ture.,General
ፍርስራሾች ጎዳናዎች ተበላሽተዋል።,caccabni daandii irratti balfa ture.,General
ክንድ እና እግር ያስከፍላል።,harkaa fi miila tokko baasisa.,General
እናቱዋን መንከባከብ አለባት።,haadha ishee kunuunsuu qabdi.,General
በጣም ደደብ እንደሆንክ አላውቅም ነበር።,akkas gowwaa akka taate yaada tokkollee hin qabu ture.,General
ቶም ጃፓንኛ ማንበብ እና መጻፍ ይችላል፧,toom afaan jaappaan dubbisuu fi barreessuu danda'aa?,General
ይህ አስቂኝ ነው።,kun waan nama kofalchiisudha.,General
ቶም ዜናውን እየተመለከተ ነው።,toom oduu kana ilaalaa jira.,General
ያልተለመደው ሞቃታማ የአየር ሁኔታ በአፕል ምርት ላይ ችግር ፈጠረ።,haalli qilleensaa ho'aan haala hin baratamneen sassaabbii abaaboo irratti rakkoo uumeera.,Agriculture
ይህ ለእኔ ጥበብ አይመስለኝም።,sun ogummaa natti hin fakkaatu.,General
እዚህ ምን ስምምነት አለ፧,asitti walii galteen maali?,Business/Economy
እንዳንተ በሶስት እጥፍ መዝገበ ቃላት አሉዋት።,galmee jechootaa kee dachaa sadii qabdi.,General
ከእርስዎ ቤት አጠገብ መኖር እፈልጋለሁ።,mana kee biratti jiraachuu nan barbaada.,General
ይህን ያዙ።,kana qabadhu.,General
ሞቅ ያለ ውይይት አደረጉ።,marii ho'aa taasisan.,General
ይህን ግጥም ማን ጻፈው፧,walaloo kana eenyutu barreesse?,General
ምን ያህል ያስከፍላሉ፧,baasiin isaanii meeqa?,General
ቶም ውሻውን እየሄደ ነው።,toom saree isaa deemaa jira.,General
እባክዎን ነገ መልሰው ሊደውሉልኝ ይችላሉ፧,mee boru naaf bilbiluu dandeessu?,General
በድንገት በሆዴ ውስጥ ከባድ ህመም ተሰማኝ።,akka tasaa garaa kootti dhukkubbiin cimaan natti dhagaʼame.,Health/Medical
የቫለንታይን ቀን መጠበቅ አልችልም!,Guyyaa jaalalaa eeguu hin danda'u!,General
አበለሻሽቼዋለሁ።,jeeqeen ture.,General
ተራራው በበረዶ ተሸፍኗል።,gaarri qorraan uwwifamee jira.,General
ቤተሰቤን ለማስተዳደር በቂ ገንዘብ አገኛለሁ።,maallaqa maatii koo jiraachisuuf gahaa taʼe argadha.,Business/Economy
ለትምህርት መቼም አትዘገይም።,mana barumsaatti gonkumaa hin harkiftu.,Education
የሀገር ውስጥ ጋዜጣ ወግ አጥባቂውን እጩ ይደግፋል።,gaazexaan biyya keessaa kaadhimamaa konsarvaatiivii kana deeggaraa jira.,General
ከቸኮሉ አውቶቡሱን ይያዛሉ።,yoo ariifatte otobusii ni qabatta.,General
ጎበዝ ነህ።,ati odd dha.,General
እኔ በእርግጥ ማቀፍ እፈልጋለሁ።,dhuguma hammachuu na barbaachisa.,General
የምትወደው ፍሬ ምንድን ነው፧,fuduraan ati jaallattu maali?,General
ምን ማለት ነው፧,sun illee maal jechuudha?,General
ባለፈው ሳምንት የጠቀስከው ይመስለኛል።,torban darbe sana waan kaaftan natti fakkaata.,General
እነዚህ ስብሰባዎች ለምን ያህል ጊዜ እንደሚቆዩ በጭራሽ ማወቅ አይችሉም።,walgahiin kun hammam akka turu gonkumaa adda baasuu hin dandeessu.,Government
የስራ ቃለ መጠይቅ ላይ ነበርኩኝ።,gaaffii fi deebii hojii irrattin ture.,General
የጓደኛዬን ጥያቄ አልተቀበለም።,innis gaaffii hiriyyaa koo dide.,Education
ካልተሰበርኩ እገዛው ነበር።,osoon hin cabne ta'ee nan bita ture.,General
ያደረገውም ለዚህ ነው።,sababni inni godheef kana.,General
የሆነ ጊዜ ጻፉልኝ እሺ፧,"yeroo tokko naaf barreessi, ok?",General
ይህ ስህተት ሊሆን ይችላል።,kun dogoggora ta'uu danda'a.,General
ጥያቄዎችን በትህትና መለሰ።,gaarummaadhaan gaaffiiwwan kaʼaniif deebii kenne.,Education
ይህ አረፍተ ነገር ተወላጅ የሚናገረው ነገር ይመስላል፧,himni kun waan namni afaan dhalootaa dubbatu tokko jedhu fakkaata?,General
ብዙ ነገር ገዛሁ።,waan baay'een bitadhe.,General
በምሽት ምን ያቆየዎታል፧,halkan maaltu si dammaqsa?,General
ሞተር ሳይክል እነዳለሁ።,mootar saayikiliin nan yaabbadha.,General
ይህ አውቶቡስ ወደ ሙዚየም ይሄዳል፧,awtoobisii kun gara muuziyeemii ni deemaa?,General
ሁሌም ሳይንቲስት መሆን እፈልጋለሁ ትላለህ። ለምን አላደረክም፧,yeroo hunda saayintistii ta'uu barbaada jettee turte. maaliif hin goone?,General
በወንዙ ዳርቻ ላይ ብዙ ቆሻሻ አለ።,kosii qarqara lagaa fagoo jiru baay'eedha.,General
በመጨረሻ ያንን ፈተና አልፌያለሁ።,dhumarratti qormaata sana darbeera.,Education
ያ ጸሀፊ በመላው አለም የታወቀ ነው።,barreessaan sun addunyaa guutuutti beekamaadha.,General
አዲስ አሰልጣኝ ቀጥረናል።,leenjisaa haaraa qacarree jirra.,General
መጥፎ የጸሀይ ቃጠሎ አለኝ።,gubaa aduu hamaa qaba.,Health/Medical
በፍጹም አይገርመኝም።,ani tasumaa hin ajaa'ibu.,General
የመጨረሻ ስምህ ማን ነው ቶም፧,maqaan kee inni dhumaa maali toom?,General
ዛሬ ማታ ከቶም ጋር እየተገናኘሁ ነው።,halkan kana toom waliin wal arguuf jira.,Religion
ተይዤ ነበር።,kiyyootti qabadheen ture.,General
ከተማዋ በብዙ ጦር ተከላለች።,magaalattiin waraana guddaatu ittisa turte.,Government
ወደ ሌተናንትነት ማእረግ ዝቅ ብሉዋል።,sadarkaa leetenaantiitti gadi bu'e.,Education
ቶም የሚፈልገው ነገር ያለ ይመስለኛል።,wanti toom barbaadu jira jedheen yaada.,General
ቶም ከማርያም ጋር መነጋገር ፈለገ።,toom meerii wajjin haasaʼuu barbaade.,Religion
ቶም ዛሬ ጠዋት ተመልሶ መጣ።,toom ganama kana deebi'ee dhufe.,General
ኦይስተር አትብላ።,oysters hin nyaatinaa.,General
ከዚህ ክፍል ውጣ።,kutaa kana keessaa ba'aa.,Education
ዛሬ እዚህ በመሆናችሁ ደስተኛ ነኝ።,har'a as jiraachuu keetti gammadeera.,General
ሽቦ ለብሰሃል፧,wayyaa uffatteettaa?,General
አንድ ሰው ከእኔ ጋር በአንድ ጎዳና ላይ ይኖራል ማለት ጓደኛዬ ነው ማለት አይደለም።,dhiirri tokko na waliin daandii tokkorra jiraachuun isaa hiriyyaa kooti jechuu miti.,Education
ማን እንደሆንክ ሁሉም ያውቃል።,eenyu akka taate namni hundi ni beeka.,General
ያንን ለማድረግ አቅም አልነበረኝም።,sana gochuuf humna hin qabu ture.,General
የጠየቅኩትን አልሰጠኸኝም።,waan gaafadhe naaf hin kennine.,General
ህይወት ውጣ ውረዶች አሉዋት።,jireenyi olka'iinsaa fi gadi bu'iinsa qaba.,Religion
ይህ ጠረጴዛ እግር ጠፍቱዋል።,gabatee kana miila tokkotu dhabe.,General
ትኩስ አትክልትና ፍራፍሬ ለጤናዎ ጠቃሚ ናቸው።,fuduraalee fi muduraaleen haaraan fayyaa keessaniif gaarii dha.,Agriculture
ያለ እርስዎ መኖር አልችልም።,si malee jiraachuu qofa hin danda'u.,General
ስልኩ እየጮኸ ነበር አይደል፧,bilbilli bilbilaa qofa ture mitiiree?,General
ስሞችን በማስታወስ ረገድ ብዙም ጎበዝ አይደለሁም።,maqaa yaadachuu irratti baay'ee hin ga'u.,General
ውሻው ተኝቱዋል።,sareen rafee jirti.,General
መንገዱን አሳያት።,karaa itti agarsiise.,General
ከመበሳጨት ይልቅ እርምጃ ውሰድ።,yaaddaʼuu mannaa tarkaanfii fudhadhu.,General
ባቡሩ ሁለት ሰአት ተኩል ላይ ይነሳል።,baaburri kun sa'aatii walakkaa sa'aatii lamaa ka'a.,Health/Medical
ለእራት መቆየት አንችልም።,irbaata nyaachuuf turuu hin dandeenyu.,General
ሂድ ንጹህ ልብስ ልበስ።,deemi uffata qulqulluu tokko tokko uffadhu.,General
በአእዋፍ አደባባይ፣ በረሮው ጉዳዩን በጭራሽ አያሸንፍም።,"mana murtii simbirrootaa keessatti, qamalee dhimma isaa gonkumaa hin injifatu.",General
አስተማማኝ አይደለም።,nageenya hin qabu.,General
እናቴ ወፍራም እንደሆንኩ ነገረችኝ።,haati koo akkan furdaa natti himte.,General
ሁሉንም ነገር እንደዋጋ ትወስዳለች።,waan hundumaa akka waan salphaatti ilaalti.,Business/Economy
ቢሮዎ በየትኛው ፎቅ ላይ ነው፧,waajjirri keessan daree akkamii irra jira?,Government
በባቡር ሄድን።,baaburaan deemne.,General
ወደ ቤት የምትሄድበት ጊዜ አሁን ነው።,amma yeroon ati gara manaatti deebitu ga'eera.,General
ትልቅ ስህተት ነው።,dogoggora guddaadha.,General
ዛሬ ጥዋት ተጣራ።,ganama kana qulqullaa'eera.,General
ወንድምህን ይመስላል።,obboleessa kee fakkaata.,General
ከሃያ ደቂቃ በኹዋላ እደውላለሁ።,daqiiqaa digdama booda deebi'ee bilbila.,General
ይህ የከተማዋ ረጅሙ መንገድ ነው።,kun daandii dheeraa magaalattii ti.,General
አሁንም እያደግክ ነው።,ammallee guddachaa jirta.,General
ብዙ ንባብ አደርጋለሁ።,dubbisa baay'een hojjedha.,General
የምጽፈው ነገር እፈልጋለሁ።,waan irratti barreessu barbaada.,General
ቸኮሌትን ወደ ትናንሽ ቁርጥራጮች ይቁረጡ።,chokolaataa sana xixiqqootti cabsaa.,General
ፍርሃት ተሰማኝ።,sodaan natti dhagaʼame.,General
ሌሊቱን ሙሉ እየሰራን ነው።,halkan guutuu hojjechaa turre.,General
ቶም ማርያም እንድትነካው አይፈልግም።,toom maariyaam akka isa tuqxu hin barbaadu.,Religion
ወደ ቤት ደወልኩ።,manatti bilbile.,General
የምንዘጋጅበት ጊዜ አሁን ነው።,yeroon nuti qophoofnu amma.,General
ሳንታ ክላውስ በዚህ አመት እኛን ለማየት ላይመጣ ይችላል።,santa claus bara kana nu arguuf dhufuu dhiisuu danda'a.,General
ቶም ላብ።,toom dafqaan bulaa ture.,General
እንዴት ያለ ተስፋ ነው!,abdii akkamii!,General
ቶም ጓደኛህ ነው፧,toom hiriyyaa keedhaa?,General
አሜሪካዊት ሴት አግብቱዋል።,giiftii ameerikaa tokkotti heerumtee jira.,General
ሁሉም ልገሳዎች ከቀረጥ የሚቀነሱ ናቸው።,buusiin hundi gibirri irraa hir'ifama.,Business/Economy
